Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
15.0,216.0,106.4,41278.2,0.0,0.0,-34.1,0.0,0.0,0.0,0.0,-36.6,-64.5,0.0,153.0,-135.3,948.0,960.0,69.0,72.0,34.0,635.2,-33.614957,-70.595825,2019-12-02 20:42:43
